source_url,source_domain,listing_id,listing_title,description,scraped_at,data_source,country,operation_type,property_type,property_subtype,publication_type,construction_stage,province,city,neighborhood,location_key,street,balcony_type,view_type,flooring_type,orientation,price_usd,price_original,price_currency,expenses_usd,expenses_original,expenses_currency,total_rooms,bedrooms,bathrooms,parking_spaces,has_parking,toilets,covered_area_sqm,total_area_sqm,semicovered_area_sqm,uncovered_area_sqm,lot_frontage_sqm,lot_length_sqm,age_years,number_of_floors_in_unit,floors_in_building,units_per_floor,floor_number,latitude,longitude,distance_to_sea_blocks,effective_area_sqm,area_per_room_sqm,bedrooms_per_bathroom,bathrooms_per_bedroom,bathroom_ratio,amenity_count,core_feature_count,title_length_chars,description_length_chars,title_word_count,description_word_count,area_bucket,age_bucket,floor_bucket,room_bucket,accepts_swap,has_apartment_balcony_view,has_air_conditioning,has_alarm,has_attic,has_back_garden,has_backyard,has_balcony,has_basement,has_bbq_house,has_breakfast_room,has_cable_tv,has_cleaning_service,has_closet,has_coordinates,has_cooling,has_description,has_dining_room,has_doorman,has_double_circulation,has_dressing_room,has_electricity,has_elevator,has_extra_bedroom,has_exact_address,has_expenses,has_football_court,has_front_garden,has_gallery,has_garage_room,has_garden,has_grill,has_gym,has_hall,has_heating,has_hot_water,has_internet,has_jacuzzi,has_kitchen,has_kitchen_dining,has_laundry_room,has_library,has_living_dining_room,has_living_room,has_maid_room,has_master_suite,has_multipurpose_room,has_natural_gas,has_office,has_patio,has_phone_line,has_play_room,has_pool,has_private_landing,has_property_tax_service,has_radiant_floor,has_reception,has_rentas_paid,has_running_water,has_sauna,has_sea_view,has_security,has_storage_room,has_studio_room,has_tennis_court,has_terrace,has_toilette_room,has_walk_in_closet,has_water_heater,has_wood_stove,has_virtual_tour,is_accessible,is_apartment,is_house,is_back_facing,is_bright,is_currently_occupied,is_development_project,is_duplex,is_high_floor,is_front_facing,is_furnished,is_gated_community,is_negotiable,is_new_construction,is_near_beach,is_near_park,is_near_sea,is_near_subway,is_owner_direct,is_opportunity,is_penthouse,is_social_housing,is_studio_apartment,is_under_construction,mortgage_eligible,pets_allowed,professional_use_allowed
https://www.argenprop.com/departamento-en-venta-en-botanico-4-ambientes--19090398,www.argenprop.com,19090398,"Departamento Venta 50 años 4 ambientes, Frente, 150m2, Araoz 2400 piso 3, Botanico | Argenprop",Departamento en venta en Botanico ARAOZ AL 2400,2026-07-06T05:06:10+00:00,argenprop,AR,Sale,Apartment,,,,Botanico,"Capital Federal, Argentina",,"AR | Botanico | Capital Federal, Argentina","ARAOZ 2400, Piso 3",,,,,240000,240000,USD,333,500000,$,4,3,1,,0,1,135,135,,15,,,50,,,,3,,,,135,33.75,3.0,0.33,0.33,20,5,94,47,14,8,05_extra_large,04_31_to_60,02_low,04_three_bedroom,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,1,1,1,0,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
https://www.argenprop.com/departamento-en-venta-en-caballito-1-ambiente--19556675,www.argenprop.com,19556675,"Venta Departamento a estrenar monoambiente, 31m2, Frente, José Bonifacio 1600 piso 5, Caballito | Argenprop","DEPARTAMENTO 1 AMBIENTE A ESTRENAR, CABALLITO",2026-07-06T05:06:11+00:00,argenprop,AR,Sale,Apartment,Studio,,new,Caballito,"Capital Federal, Argentina",,"AR | Caballito | Capital Federal, Argentina","José Bonifacio 1600, Piso 5",,,,O,99000,99000,USD,107,160000,$,1,0,1,,0,,31,31,,4,,,,,,,5,,,,31,31.0,0.0,,1.0,8,4,107,45,14,6,02_small,,03_mid,01_studio,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
https://www.argenprop.com/departamento-en-venta-en-caballito-2-ambientes--19442521,www.argenprop.com,19442521,"Venta Departamento 1 dormitorio 10 años, acepta mascotas, Contrafrente, Av Diaz Velez 5000, Caballito | Argenprop","Venta Departamento 2 ambientes en Caballito, Capital Federal .Piso entero en altura: privacidad real, luz natural y una forma distinta de vivir la ciudad",2026-07-06T05:06:13+00:00,argenprop,AR,Sale,Apartment,,,,Caballito,"Capital Federal, Argentina",,"AR | Caballito | Capital Federal, Argentina",AV DIAZ VELEZ 5000,,,,E,180000,180000,USD,133,200000,$,2,1,2,1,1,,52,52,,,,,10,,,,11,,,,52,26.0,0.5,2.0,2.0,21,6,113,153,15,24,03_medium,02_1_to_10,04_high,02_one_bedroom,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,1,1,0,0,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
https://www.argenprop.com/departamento-en-venta-en-caballito-2-ambientes--19948597,www.argenprop.com,19948597,"Venta Departamento 56 años 1 dormitorio, Lateral, 37m2, Senillosa 200 piso 2, Caballito | Argenprop","Departamento - Venta - Argentina, Capital Federal - SENILLOSA 217",2026-07-06T05:06:13+00:00,argenprop,AR,Sale,Apartment,,,,Caballito,"Capital Federal, Argentina",,"AR | Caballito | Capital Federal, Argentina","SENILLOSA 200, Piso 2",,,,NE,67000,67000,USD,54,81500,$,2,1,1,,0,,37,37,,,,,56,,,,2,,,,37,18.5,1.0,1.0,1.0,16,5,99,65,14,7,02_small,04_31_to_60,02_low,02_one_bedroom,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
https://www.argenprop.com/departamento-en-venta-en-caballito-4-ambientes--19974512,www.argenprop.com,19974512,"Departamento Venta 4 ambientes 60 años, 111m2, Frente, Av. Rivadavia 4200, Caballito | Argenprop",Excelente semipiso en venta de 4 ambientes al frente con balcón,2026-07-06T05:06:15+00:00,argenprop,AR,Sale,Apartment,Semi-floor Apartment,,,Caballito,"Capital Federal, Argentina",,"AR | Caballito | Capital Federal, Argentina",Av. Rivadavia 4200,,,,N,245000,245000,USD,201,302000,$,4,3,2,1,1,,102,102,,9,,,60,,,,,,,,102,25.5,1.5,0.67,0.67,17,6,96,63,13,11,04_large,04_31_to_60,,04_three_bedroom,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,1,1,1,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
https://www.argenprop.com/departamento-en-venta-en-caballito-norte-3-ambientes--19637160,www.argenprop.com,19637160,"Departamento Venta 3 ambientes 25 años, 58m2, acepta mascotas, Yerbal 1600 piso 6, Caballito Norte | Argenprop",Dueño Vende excelente Departamento en Caballito Norte,2026-07-06T05:06:16+00:00,argenprop,AR,Sale,Apartment,,,,Caballito Norte,"Capital Federal, Argentina",,"AR | Caballito Norte | Capital Federal, Argentina","YERBAL 1600, Piso 6",,,,,159000,159000,USD,136,204000,$,3,2,2,1,1,,58,59,,,,,25,,,,6,,,,58,19.33,1.0,1.0,1.0,16,6,110,53,16,7,03_medium,03_11_to_30,03_mid,03_two_bedroom,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
https://www.infocasas.com.uy/apartamento-de-1-dormitorio-en-venta-playa-mansa-punta-del-este-ap7798941/193422291,www.infocasas.com.uy,193422291,"Apartamento de 1 Dormitorio en Venta, Playa Mansa, Punta del Este AP7798941. Ref #A1BCB0","Apartamento de 1 dormitorios con terraza en ventaLa unidad se destaca por sus ambientes amplios, funcionales y luminosos, con excelente distribución. El.... Ref #A1BCB0",2026-07-06T05:06:33+00:00,infocasas,UY,Sale,Apartment,,,,,Playa Mansa,Venta,UY | Playa Mansa | Venta,,,,,N,151880,151880,USD,,,,,1,1,,0,,36,,,,,,,,,,,-34.9221057,-54.9522844,,36,18.0,1.0,1.0,1.0,17,3,88,168,14,24,02_small,,,02_one_bedroom,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1
https://www.infocasas.com.uy/apartamento-de-2-dormitorios-en-venta-playa-mansa-punta-del-este-ap7798795-1007/193422275,www.infocasas.com.uy,193422275,"Apartamento de 2 Dormitorios en Venta, Playa Mansa, Punta del Este AP7798795 - 1007. Ref #G53BA2","Apartamento de 2 dormitorios con terraza en ventaLa unidad se destaca por sus ambientes amplios, funcionales y luminosos, con excelente distribución. El.... Ref #G53BA2",2026-07-06T05:06:34+00:00,infocasas,UY,Sale,Apartment,,,,,Playa Mansa,Venta,UY | Playa Mansa | Venta,,,,,E,206000,206000,USD,,,,,2,2,,0,,64,,,,,,,,,,,-34.9221057,-54.9522844,,64,21.33,1.0,1.0,1.0,17,3,96,168,15,24,03_medium,,,03_two_bedroom,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1
https://www.infocasas.com.uy/apartamento-de-2-dormitorios-en-venta-playa-mansa-punta-del-este-ap7798823-1304/193422281,www.infocasas.com.uy,193422281,"Apartamento de 2 Dormitorios en Venta, Playa Mansa, Punta del Este AP7798823 - 1304. Ref #D87730","Apartamento de 2 dormitorios con terraza en ventaLa unidad se destaca por sus ambientes amplios, funcionales y luminosos, con excelente distribución. El.... Ref #D87730",2026-07-06T05:06:35+00:00,infocasas,UY,Sale,Apartment,,,,,Playa Mansa,Venta,UY | Playa Mansa | Venta,,,,,,259000,259000,USD,,,,,2,2,,0,,64,,,,,,,,,,,-34.9221057,-54.9522844,,64,21.33,1.0,1.0,1.0,17,3,96,168,15,24,03_medium,,,03_two_bedroom,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1
https://www.infocasas.com.uy/apartamento-de-2-dormitorios-en-venta-playa-mansa-punta-del-este-ap7798824-1305/193422282,www.infocasas.com.uy,193422282,"Apartamento de 2 Dormitorios en Venta, Playa Mansa, Punta del Este AP7798824 -1305. Ref #DD5A02","Apartamento de 2 dormitorios con terraza en ventaLa unidad se destaca por sus ambientes amplios, funcionales y luminosos, con excelente distribución. El.... Ref #DD5A02",2026-07-06T05:06:36+00:00,infocasas,UY,Sale,Apartment,,,,,Playa Mansa,Venta,UY | Playa Mansa | Venta,,,,,,269000,269000,USD,,,,,2,2,,0,,63,,,,,,,,,,,-34.9221057,-54.9522844,,63,21.0,1.0,1.0,1.0,17,3,95,168,15,24,03_medium,,,03_two_bedroom,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1
