price_usd,property_type,property_subtype,location_key,country,province,city,neighborhood,effective_area_sqm,covered_area_sqm,total_area_sqm,uncovered_area_sqm,bedrooms,bathrooms,total_rooms,toilets,bathroom_ratio,parking_spaces,has_parking,floor_number,floors_in_building,is_high_floor,age_years,expenses_usd,amenity_count,is_apartment,is_house,is_new_construction,is_under_construction,has_balcony,has_terrace,has_garden,has_patio,has_pool,has_elevator,has_security,has_storage_room,has_laundry_room,has_air_conditioning,has_heating,has_grill,pets_allowed
240000,Apartment,,"AR | Botanico | Capital Federal, Argentina",AR,Botanico,"Capital Federal, Argentina",,135,135,135,15,3,1,4,1,0.33,,0,3,,0,50,333,20,1,0,0,0,1,0,1,0,0,1,0,1,1,0,1,0,0
99000,Apartment,Studio,"AR | Caballito | Capital Federal, Argentina",AR,Caballito,"Capital Federal, Argentina",,31,31,31,4,0,1,1,,1.0,,0,5,,0,,107,8,1,0,1,0,0,1,0,0,0,0,0,0,1,1,1,1,0
180000,Apartment,,"AR | Caballito | Capital Federal, Argentina",AR,Caballito,"Capital Federal, Argentina",,52,52,52,,1,2,2,,2.0,1,1,11,,1,10,133,21,1,0,0,0,1,0,0,0,1,0,1,0,1,1,1,0,1
67000,Apartment,,"AR | Caballito | Capital Federal, Argentina",AR,Caballito,"Capital Federal, Argentina",,37,37,37,,1,1,2,,1.0,,0,2,,0,56,54,16,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
245000,Apartment,Semi-floor Apartment,"AR | Caballito | Capital Federal, Argentina",AR,Caballito,"Capital Federal, Argentina",,102,102,102,9,3,2,4,,0.67,1,1,,,0,60,201,17,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0
159000,Apartment,,"AR | Caballito Norte | Capital Federal, Argentina",AR,Caballito Norte,"Capital Federal, Argentina",,58,58,59,,2,2,3,,1.0,1,1,6,,0,25,136,16,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1
151880,Apartment,,UY | Playa Mansa | Venta,UY,,Playa Mansa,Venta,36,36,,,1,1,,,1.0,,0,,,0,,,17,1,0,0,0,1,1,1,0,1,0,1,0,1,0,0,1,0
206000,Apartment,,UY | Playa Mansa | Venta,UY,,Playa Mansa,Venta,64,64,,,2,2,,,1.0,,0,,,0,,,17,1,0,0,0,1,1,1,0,1,0,1,0,1,0,0,1,0
259000,Apartment,,UY | Playa Mansa | Venta,UY,,Playa Mansa,Venta,64,64,,,2,2,,,1.0,,0,,,0,,,17,1,0,0,0,1,1,1,0,1,0,1,0,1,0,0,1,0
269000,Apartment,,UY | Playa Mansa | Venta,UY,,Playa Mansa,Venta,63,63,,,2,2,,,1.0,,0,,,0,,,17,1,0,0,0,1,1,1,0,1,0,1,0,1,0,0,1,0
169000,Apartment,,UY,UY,,,,48,48,,,1,1,,,1.0,,0,3,,0,,112,15,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0
125000,Apartment,,UY,UY,,,,37,37,,,1,3,2,,3.0,,0,,,0,,,9,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0
299000,Apartment,,UY,UY,,,,,,,,4,4,,,1.0,,0,,,0,,,11,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0
299000,,,UY,UY,,,,,,,,4,4,,,1.0,,0,,,0,,,11,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0
229474,Apartment,,UY,UY,,,,60,60,,,3,2,,,0.67,,0,,,0,,,9,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,1,0
100693,Apartment,,UY,UY,,,,32,32,,,,1,,,1.0,,0,,,0,,,12,1,0,0,0,1,1,1,0,1,0,0,0,0,1,0,1,0
343000,Apartment,,UY,UY,,,,85,85,,,2,2,,,1.0,,0,,,0,16,325,21,1,0,0,0,1,1,1,0,1,1,1,0,1,0,1,1,0
133500,Apartment,,UY,UY,,,,35,35,,,1,1,,,1.0,,0,,,0,1,100,19,1,0,1,0,1,1,1,0,1,0,1,0,1,0,0,1,1
147000,Apartment,,UY,UY,,,,40,40,,,1,1,,,1.0,,0,,,0,,128,17,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,1,1
142278,Apartment,,UY,UY,,,,38,38,,,1,1,,,1.0,,0,,,0,,,18,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0
128278,Apartment,,UY,UY,,,,38,38,,,1,1,,,1.0,,0,,,0,,,18,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0
137829,Apartment,,UY,UY,,,,38,38,,,1,1,,,1.0,,0,,,0,,,18,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0
136090,Apartment,,UY,UY,,,,38,38,,,1,1,,,1.0,,0,,,0,,,18,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0
136090,Apartment,,UY,UY,,,,38,38,,,1,1,,,1.0,,0,,,0,,,18,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0
137829,Apartment,,UY,UY,,,,38,38,,,1,1,,,1.0,,0,,,0,,,18,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0
124156,Apartment,,UY,UY,,,,38,38,,,1,1,,,1.0,,0,,,0,,,18,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0
193000,Apartment,,UY,UY,,,,51,51,,,1,1,,,1.0,,0,,,0,,,17,1,0,0,0,1,1,1,0,1,0,1,0,0,1,0,1,0
169000,Apartment,,UY,UY,,,,40,40,48,,1,1,,,1.0,,0,3,,0,,128,15,1,0,1,0,1,1,1,0,1,0,1,0,0,0,0,1,1
169000,Apartment,,UY,UY,,,,40,40,,,1,1,,,1.0,,0,,,0,,128,17,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,1,1
160000,Apartment,,UY,UY,,,,37,37,,,1,1,,,1.0,,0,,,0,,,17,1,0,0,0,1,1,1,0,1,0,1,0,0,1,0,1,0
124100,Apartment,,UY,UY,,,,35,35,,,1,1,,,1.0,,0,,,0,,,14,1,0,0,0,1,1,1,0,1,0,0,0,0,1,0,1,0
148900,Apartment,,UY,UY,,,,39,39,,,1,1,,,1.0,,0,,,0,,,17,1,0,0,0,1,1,1,0,1,0,1,0,0,1,0,1,0
151880,Apartment,,UY,UY,,,,41,41,,,1,2,,,2.0,,0,13,,1,,,14,1,0,0,0,1,1,1,0,1,0,1,0,1,0,0,1,0
154880,Apartment,,UY,UY,,,,35,35,,,1,2,,,2.0,,0,13,,1,,200,14,1,0,0,0,1,1,1,0,1,0,1,0,1,0,0,1,0
201900,Apartment,,UY,UY,,,,62,62,,,2,1,,,0.5,,0,,,0,,125,22,1,0,0,0,1,1,1,0,1,0,1,0,1,1,0,1,0
146061,Apartment,,UY,UY,,,,50,50,,,2,1,,,0.5,,0,,,0,,,17,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0
171866,Apartment,,UY,UY,,,,60,60,,,2,1,,,0.5,,0,,,0,,,18,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0
174600,Apartment,,UY,UY,,,,58,58,,,2,1,,,0.5,,0,,,0,,,19,1,0,0,0,1,1,1,1,1,0,0,0,1,1,0,1,0
207063,Apartment,Duplex,UY,UY,,,,71,71,,,2,1,,,0.5,,0,,,0,,,18,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0
211186,Apartment,Duplex,UY,UY,,,,65,65,,,2,1,,,0.5,,0,,,0,,,17,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0
191591,Apartment,Duplex,UY,UY,,,,65,65,,,2,1,,,0.5,,0,,,0,,,18,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0
191951,Apartment,Duplex,UY,UY,,,,65,65,,,2,1,,,0.5,,0,,,0,,,18,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0
157000,Apartment,,UY,UY,,,,57,57,,,2,1,,,0.5,,0,,,0,,138,15,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0
206000,Apartment,,UY,UY,,,,74,74,,,2,2,,,1.0,,0,13,,1,,300,14,1,0,0,0,1,1,1,0,1,0,1,0,1,0,0,1,0
209000,Apartment,,UY,UY,,,,74,74,,,2,2,,,1.0,,0,13,,1,,300,14,1,0,0,0,1,1,1,0,1,0,1,0,1,0,0,1,0
259000,Apartment,,UY,UY,,,,62,62,,,2,2,,,1.0,,0,13,,1,,375,14,1,0,0,0,1,1,1,0,1,0,1,0,1,0,0,1,0
269000,Apartment,,UY,UY,,,,63,63,,,2,2,,,1.0,,0,13,,1,,375,14,1,0,0,0,1,1,1,0,1,0,1,0,1,0,0,1,0
195000,Apartment,,UY,UY,,,,73,73,,,2,2,,,1.0,,0,,,0,,,16,1,0,0,0,1,1,1,0,1,0,0,0,0,1,0,1,0
170100,Apartment,,UY,UY,,,,64,64,,,2,2,,,1.0,,0,,,0,,,16,1,0,0,0,1,1,1,0,1,0,0,0,0,1,0,1,0
289900,Apartment,,UY,UY,,,,77,77,,,2,2,,,1.0,,0,,,0,,,16,1,0,0,0,1,1,1,0,1,0,0,0,0,1,0,1,0
319000,Apartment,,UY,UY,,,,76,76,101,,3,2,,,0.67,,0,9,,1,,200,14,1,0,0,0,1,1,1,0,1,0,0,0,0,1,0,1,0
169000,Apartment,,UY,UY,,,,50,50,48,,1,1,,,1.0,1,1,,,0,,112,13,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0
197000,Apartment,,UY,UY,,,,51,51,,,1,1,,,1.0,,0,,,0,,200,24,1,0,0,0,1,1,1,0,1,0,1,0,1,1,0,1,0
260000,Apartment,,UY,UY,,,,85,85,,,2,2,,,1.0,,0,,,0,,567,21,1,0,0,0,1,1,1,0,1,0,1,0,1,0,0,1,0
559000,Apartment,,UY,UY,,,,104,104,,,3,3,,,1.0,,0,,,0,,325,25,1,0,0,0,1,1,1,0,1,0,1,0,1,1,0,1,0
510000,Apartment,,UY,UY,,,,104,104,,,3,3,,,1.0,,0,,,0,,325,25,1,0,0,0,1,1,1,0,1,0,1,0,1,1,0,1,0
99622,Apartment,Studio,UY,UY,,,,28,28,,,0,1,,,1.0,,0,,,0,,,18,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0
97479,Apartment,Studio,UY,UY,,,,33,33,,,0,1,,,1.0,,0,,,0,,,18,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0
169000,Apartment,,UY | aguada | Altos del Libertador,UY,,aguada,Altos del Libertador,60,60,60,,2,1,,,0.5,,0,,,0,9,202,19,1,0,0,0,1,1,1,1,1,1,1,0,1,0,0,1,0
119000,Apartment,,UY,UY,,,,40,40,,,1,1,,,1.0,,0,20,,1,1,98,12,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,1,0
124000,Apartment,,UY,UY,,,,44,44,,,1,1,,,1.0,,0,,,0,,88,16,1,0,1,0,1,1,1,0,1,0,0,0,0,1,0,1,0
128500,Apartment,,UY,UY,,,,44,44,,,1,1,,,1.0,,0,,,0,,88,16,1,0,1,0,1,1,1,0,1,0,0,0,0,1,0,1,0
510000,Apartment,,UY,UY,,,,104,104,,,3,3,,,1.0,,0,,,0,,500,25,1,0,0,0,1,1,1,0,1,0,1,0,1,1,0,1,0
125550,Apartment,,UY,UY,,,,46,46,,,1,1,,,1.0,,0,,,0,,,12,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,1,0
118110,Apartment,,UY,UY,,,,41,41,,,1,1,,,1.0,,0,,,0,,,12,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,1,0
121500,Apartment,,UY,UY,,,,37,37,,,1,1,,,1.0,,0,,,0,,,12,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,1,0
130386,Apartment,,UY,UY,,,,37,37,,,1,1,,,1.0,,0,,,0,,,12,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,1,0
91908,Apartment,Studio,UY,UY,,,,29,29,,,0,1,,,1.0,,0,,,0,,,12,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,1,0
160000,Apartment,,UY,UY,,,,36,36,,,1,1,,,1.0,,0,6,,0,9,182,15,1,0,0,0,1,1,1,0,1,0,0,0,0,0,1,1,0
325000,Apartment,,UY,UY,,,,85,85,,,2,2,,,1.0,,0,24,,1,,589,17,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,1,0
255000,Apartment,,UY,UY,,,,70,70,,,2,2,,,1.0,,0,,,0,,389,16,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0
165000,Apartment,,UY,UY,,,,111,111,,,3,2,,,0.67,,0,6,,0,,120,18,1,0,0,0,1,1,1,0,1,0,0,0,0,1,0,1,0
150000,Apartment,,UY | Punta del Este | Venta De Dormitorios En,UY,,Punta del Este,Venta De Dormitorios En,55,55,,,2,2,,,1.0,,0,,,0,,212,14,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0
625000,Apartment,,UY | Punta del Este | Venta De Dormitorios Mas Dependencia De Servicio En Casino Tower,UY,,Punta del Este,Venta De Dormitorios Mas Dependencia De Servicio En Casino Tower,140,140,150,,3,5,,,1.67,3,1,,,0,,,14,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0
625000,Apartment,,UY | Punta del Este | Venta De Dormitorios Mas Dependencia De Servicio En Casino Tower,UY,,Punta del Este,Venta De Dormitorios Mas Dependencia De Servicio En Casino Tower,140,140,150,,3,5,,,1.67,3,1,,,0,,,14,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0
2800000,Apartment,,UY,UY,,,,250,250,,,2,2,,,1.0,2,1,,,0,,3000,22,1,0,0,0,1,1,1,0,1,0,1,1,0,0,1,1,0
430000,Apartment,,UY,UY,,,,140,140,,,2,2,,,1.0,,0,,,0,,450,20,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,1,0
255000,Apartment,,UY,UY,,,,90,90,,,2,2,,,1.0,,0,,,0,,,15,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0
440000,Apartment,,UY,UY,,,,160,160,,,4,4,,,1.0,,0,,,0,,760,11,1,0,0,0,1,1,1,0,1,0,0,1,0,0,0,1,0
850000,Apartment,,UY,UY,,,,141,141,,,4,3,,,0.75,,0,,,0,,,18,1,0,0,0,1,1,1,0,1,1,0,0,1,0,0,1,0
690000,Apartment,,UY,UY,,,,164,164,,,3,3,,,1.0,,0,,,0,,650,14,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0
690000,Apartment,,UY,UY,,,,164,164,,,3,3,,,1.0,,0,,,0,,650,14,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0
690000,Apartment,,UY,UY,,,,164,164,,,3,3,,,1.0,,0,,,0,,650,14,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0
690000,Apartment,,UY,UY,,,,164,164,,,3,3,,,1.0,,0,,,0,,650,14,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0
690000,Apartment,,UY,UY,,,,164,164,,,3,3,,,1.0,,0,,,0,,650,14,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0
395000,Apartment,,UY,UY,,,,120,120,,,4,3,,,0.75,,0,,,0,,700,19,1,0,0,0,1,1,1,0,1,0,1,1,0,1,0,1,0
207709,Apartment,,UY,UY,,,,49,49,,,1,1,,,1.0,,0,,,0,,,13,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0
212305,Apartment,,UY,UY,,,,38,38,,,1,1,,,1.0,,0,,,0,,,13,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0
184860,Apartment,,UY,UY,,,,38,38,,,1,1,,,1.0,,0,,,0,,,13,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0
205009,Apartment,,UY,UY,,,,38,38,,,1,1,,,1.0,,0,,,0,,,13,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0
187494,Apartment,,UY,UY,,,,38,38,,,1,1,,,1.0,,0,,,0,,,13,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0
162880,Apartment,,UY,UY,,,,39,39,,,1,1,,,1.0,,0,,,0,,222,13,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0
203714,Apartment,,UY,UY,,,,49,49,,,1,1,,,1.0,,0,,,0,,,13,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0
213209,Apartment,,UY,UY,,,,38,38,,,1,1,,,1.0,,0,,,0,,,13,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0
213209,Apartment,,UY,UY,,,,49,49,,,1,1,,,1.0,,0,,,0,,,13,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0
212000,Apartment,,UY,UY,,,,65,65,,,2,2,,,1.0,,0,,,0,,185,11,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0
400000,Apartment,,UY,UY,,,,150,150,,,3,4,,,1.33,,0,,,0,,750,20,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0
180000,Apartment,,UY,UY,,,,53,53,42,,1,1,,,1.0,2,1,,,0,,112,16,1,0,1,0,1,1,1,0,1,0,1,0,0,0,0,1,0
193000,Apartment,,UY,UY,,,,50,50,39,,1,1,,,1.0,2,1,,,0,,138,17,1,0,1,0,1,1,1,0,1,0,1,0,0,0,0,1,0
163200,Apartment,,UY,UY,,,,52,52,,,1,1,,,1.0,,0,9,,1,,,13,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,1,0
169000,Apartment,,UY,UY,,,,53,53,42,,1,1,,,1.0,2,1,,,0,,112,17,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,1,0
190000,Apartment,,UY | Pocitos | Venta,UY,,Pocitos,Venta,71,71,,,3,2,,,0.67,,0,,,0,30,290,21,1,0,0,0,1,1,1,0,1,1,0,0,0,0,1,1,0
229000,Apartment,,UY | Montevideo | Pozo De Dormitorios En Venta Pocitos Nuevo,UY,,Montevideo,Pozo De Dormitorios En Venta Pocitos Nuevo,64,64,54,,2,1,,,0.5,2,1,,,0,,,17,1,0,0,1,1,1,1,0,1,0,1,0,1,0,0,1,0
178000,Apartment,,UY,UY,,,,53,53,42,,1,1,,,1.0,2,1,,,0,,138,17,1,0,1,0,1,1,1,0,1,0,1,0,0,0,0,1,0
164000,Apartment,,UY,UY,,,,51,51,42,,1,1,,,1.0,2,1,,,0,,138,16,1,0,0,1,1,1,1,0,1,0,1,0,1,0,0,1,0
320000,Apartment,,UY,UY,,,,102,102,,,3,3,,,1.0,,0,,,0,20,,17,1,0,0,0,1,1,1,0,1,1,1,0,1,1,1,1,1
369000,Apartment,Duplex,UY,UY,,,,140,140,,,2,2,,,1.0,,0,,,0,16,312,17,1,0,0,0,1,1,1,0,1,0,0,0,1,1,0,1,0
275000,Apartment,,UY,UY,,,,63,63,,,2,1,,,0.5,,0,,,0,1,200,19,1,0,0,0,1,1,1,0,1,0,1,0,1,0,1,1,0
165000,Apartment,,UY,UY,,,,39,39,,,1,1,,,1.0,,0,,,0,,162,16,1,0,0,0,1,1,1,1,1,0,0,0,1,1,0,1,0
131000,Apartment,,UY,UY,,,,39,39,,,1,1,,,1.0,,0,,,0,,125,15,1,0,0,0,1,1,1,0,1,0,0,0,1,1,0,1,0
184000,Apartment,,UY,UY,,,,41,41,,,1,1,,,1.0,,0,,,0,,125,15,1,0,0,0,1,1,1,0,1,0,0,0,1,1,0,1,0
260000,Apartment,,UY,UY,,,,61,61,,,2,2,,,1.0,,0,,,0,,238,17,1,0,0,0,1,1,1,1,1,0,0,0,1,1,0,1,0
210000,Apartment,,UY,UY,,,,66,66,,,2,2,,,1.0,,0,,,0,,188,17,1,0,0,0,1,1,1,0,1,0,0,0,1,1,0,1,0
295000,Apartment,,UY,UY,,,,68,68,,,2,2,,,1.0,,0,,,0,,238,15,1,0,0,0,1,1,1,0,1,0,0,0,1,1,0,1,0
290000,Apartment,,UY,UY,,,,92,92,,,3,2,,,0.67,,0,,,0,,375,17,1,0,0,0,1,1,1,1,1,0,0,0,1,1,0,1,0
325000,Apartment,,UY,UY,,,,92,92,,,3,2,,,0.67,,0,3,,0,,375,16,1,0,0,0,1,1,1,0,1,0,0,0,1,1,0,1,0
260000,Apartment,,UY,UY,,,,92,92,,,3,2,,,0.67,,0,,,0,,238,16,1,0,0,0,1,1,1,0,1,0,0,0,1,1,0,1,0
162000,Apartment,,UY,UY,,,,50,50,41,,1,1,,,1.0,2,1,,,0,,,16,1,0,0,0,1,1,1,0,1,0,1,0,1,0,0,1,0
165000,Apartment,,UY,UY,,,,50,50,41,,1,1,,,1.0,2,1,,,0,,,16,1,0,0,0,1,1,1,0,1,0,1,0,1,0,0,1,0
173000,Apartment,,UY,UY,,,,50,50,39,,1,1,,,1.0,2,1,,,0,,112,17,1,0,1,0,1,1,1,0,1,0,1,0,0,0,0,1,0
290000,Apartment,,UY,UY,,,,91,91,,,3,2,,,0.67,,0,,,0,,,13,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0
387000,Apartment,,UY,UY,,,,85,85,,,2,2,,,1.0,,0,15,,1,,,15,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0
195000,Apartment,,UY,UY,,,,66,66,66,,2,2,,,1.0,,0,,,0,,238,14,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0
167000,Apartment,,UY | Montevideo | Pozo De Dormitorio En Pocitos,UY,,Montevideo,Pozo De Dormitorio En Pocitos,51,51,41,,1,1,,,1.0,,0,,,0,,,16,1,0,0,1,1,1,1,0,1,0,1,0,1,0,0,1,0
168000,Apartment,,UY,UY,,,,50,50,41,,1,1,,,1.0,2,1,,,0,,138,16,1,0,0,1,1,1,1,0,1,0,1,0,1,0,0,1,0
99500,Apartment,Studio,UY,UY,,,,27,27,,,0,1,,,1.0,,0,,,0,,88,11,1,0,0,0,1,1,1,0,1,0,0,0,1,1,0,1,0
129000,Apartment,,UY,UY,,,,36,36,,,1,1,,,1.0,,0,,,0,,125,10,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0
112000,Apartment,,UY | con full Amenities Piscina | Pocitos sobre Luis P. Ponce,UY,,con full Amenities Piscina,Pocitos sobre Luis P. Ponce,42,42,,,1,1,,,1.0,,0,,,0,,,14,1,0,0,0,1,1,1,0,1,0,0,0,1,1,0,1,0
152000,Apartment,,UY | con full Amenities Piscina | Pocitos sobre Luis P. Ponce,UY,,con full Amenities Piscina,Pocitos sobre Luis P. Ponce,58,58,,,1,1,,,1.0,,0,,,0,,,14,1,0,0,0,1,1,1,0,1,0,0,0,1,1,0,1,0
181000,Apartment,,UY | con full Amenities Piscina | Pocitos sobre Luis P. Ponce,UY,,con full Amenities Piscina,Pocitos sobre Luis P. Ponce,58,58,,,1,1,,,1.0,,0,,,0,,,14,1,0,0,0,1,1,1,0,1,0,0,0,1,1,0,1,0
113000,Apartment,,UY | con full Amenities Piscina | Pocitos sobre Luis P. Ponce,UY,,con full Amenities Piscina,Pocitos sobre Luis P. Ponce,47,47,,,1,1,,,1.0,,0,,,0,,,14,1,0,0,0,1,1,1,0,1,0,0,0,1,1,0,1,0
131000,Apartment,,UY,UY,,,,34,34,,,1,1,,,1.0,,0,44,,1,,,12,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0
210000,Apartment,,UY,UY,,,,59,59,,,2,2,,,1.0,,0,44,,1,,,14,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0
260000,Apartment,,UY,UY,,,,76,76,,,3,2,,,0.67,,0,44,,1,,,13,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0
229000,Apartment,,UY,UY,,,,53,53,,,2,1,,,0.5,,0,,,0,,,13,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0
134359,Apartment,,UY,UY,,,,41,41,,,3,1,,,0.33,,0,5,,0,1,,11,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0
150551,Apartment,,UY,UY,,,,50,50,,,1,1,,,1.0,,0,10,,1,,,16,1,0,1,0,1,1,1,0,1,0,0,0,0,1,0,1,0
140389,Apartment,,UY,UY,,,,41,41,,,1,1,,,1.0,,0,9,,1,,,15,1,0,0,0,1,1,1,0,1,1,0,0,0,1,0,1,0
135527,Apartment,,UY,UY,,,,46,46,,,1,1,,,1.0,,0,1,,0,,,17,1,0,1,0,1,1,1,1,1,0,0,0,0,1,0,1,0
158182,Apartment,,UY,UY,,,,50,50,,,1,1,,,1.0,,0,2,,0,,,16,1,0,1,0,1,1,1,0,1,0,0,0,0,1,0,1,0
135002,Apartment,,UY,UY,,,,41,41,,,1,1,,,1.0,,0,3,,0,,,16,1,0,1,0,1,1,1,0,1,0,0,0,0,1,0,1,0
146349,Apartment,,UY,UY,,,,50,50,,,1,1,,,1.0,,0,6,,0,,,16,1,0,1,0,1,1,1,0,1,0,0,0,0,1,0,1,0
138780,Apartment,,UY,UY,,,,40,40,,,1,1,,,1.0,,0,11,,1,,,8,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0
245990,Apartment,Penthouse,UY,UY,,,,73,73,,,3,1,,,0.33,,0,10,,1,,,8,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0
95000,Apartment,,UY,UY,,,,78,78,,,4,2,,,0.5,,0,,,0,16,165,13,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,1,0
91155,Apartment,Studio,UY,UY,,,,33,33,,,0,1,,,1.0,,0,3,,0,,,13,1,0,1,0,1,1,1,0,1,0,0,0,0,1,0,1,0
93009,Apartment,Studio,UY,UY,,,,33,33,,,0,1,,,1.0,,0,5,,0,,,13,1,0,1,0,1,1,1,0,1,0,0,0,0,1,0,1,0
175000,Apartment,,UY,UY,,,,65,65,,,2,1,,,0.5,,0,,,0,,125,15,1,0,0,0,1,1,1,0,1,0,0,0,1,1,0,1,0
129000,Apartment,,UY,UY,,,,42,42,,,1,1,,,1.0,,0,11,,1,,,11,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,1,0
155000,Apartment,,UY,UY,,,,60,60,,,2,1,,,0.5,,0,8,,0,30,100,14,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0
179000,Apartment,,UY,UY,,,,55,55,,,2,1,,,0.5,,0,7,,0,,175,18,1,0,0,0,1,1,1,0,1,0,1,0,0,1,0,1,0
169000,Apartment,,UY,UY,,,,55,55,,,1,1,,,1.0,,0,,,0,1,150,18,1,0,0,0,1,1,1,0,1,0,0,0,0,1,0,1,0
146840,Apartment,,UY,UY,,,,41,41,,,1,1,,,1.0,,0,,,0,,,16,1,0,0,0,1,1,1,1,1,1,0,0,0,1,0,1,0
149350,Apartment,,UY,UY,,,,50,50,,,1,1,,,1.0,,0,,,0,,,16,1,0,0,0,1,1,1,1,1,1,0,0,0,1,0,1,0
143479,Apartment,,UY,UY,,,,50,50,,,1,1,,,1.0,,0,,,0,,,14,1,0,0,0,1,1,1,1,1,1,0,0,0,1,0,1,0
131000,Apartment,,UY,UY,,,,47,47,,,1,1,,,1.0,,0,1,,0,,,22,1,0,0,0,1,1,1,0,1,0,1,0,1,1,0,1,0
143000,Apartment,,UY,UY,,,,45,45,,,1,1,,,1.0,,0,,,0,,131,18,1,0,0,0,1,1,1,1,1,0,0,0,1,1,0,1,0
135000,Apartment,,UY,UY,,,,41,41,,,1,1,,,1.0,,0,,,0,,,16,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0
139359,Apartment,,UY,UY,,,,41,41,,,1,1,,,1.0,,0,9,,1,,,15,1,0,0,0,1,1,1,0,1,1,0,0,0,1,0,1,0
143479,Apartment,,UY,UY,,,,49,49,,,1,1,,,1.0,,0,,,0,,,13,1,0,0,0,1,1,1,0,1,1,0,0,0,1,0,1,0
